,opinion,target
20,"{'great': ['great', 'great'], 'negat': ['negative'], 'difficult': ['difficult'], 'perfect': ['perfect'], 'raw': ['raw'], 'incred': ['incredible'], 'post-process': ['post-processing'], 'most': ['most'], 'remot': ['remote'], 'mind-blow': ['mind-blowing'], 'easi': ['easy'], 'intuit': ['intuitive'], 'littl': ['little', 'little'], 'squarer': ['squarer'], 'better': ['better'], 'less': ['less', 'less'], 'big': ['big'], 'light': ['light'], 'awesom': ['awesome'], 'select': ['selectable'], 'avail': ['available'], 'vivid': ['vivid'], 'neutral': ['neutral'], 'low': ['low'], 'new': ['new'], 'panoram': ['panoramic'], 'neat': ['neat'], 'white': ['white', 'white'], 'much': ['much'], 'sharper': ['sharper'], 'english': ['english'], 'straight': ['straight'], 'dim': ['dim'], 'other': ['other'], 'real': ['real'], 'best': ['best', 'best'], 'current': ['current'], 'tonal': ['tonal'], 'short': ['short']}","{'canon': ['canon', 'canon', 'canon', 'canon', 'canon'], 'fan': ['fan'], 'g2': ['g2', 'g2', 'g2', 'g2', 'g2', 'g2', 'g2', 'g2'], 'g3': ['g3', 'g3', 'g3', 'g3', 'g3'], 'expect': ['expectation'], 'someth': ['something'], 'gain': ['gains'], 'abil': ['ability'], 'format': ['format'], 'review': ['review'], 'flexibl': ['flexibility'], 'batteri': ['battery'], 'life': ['life'], 'hour': ['hours', 'hours', 'hours'], 'nikon': ['nikons', 'nikon'], 'captur': ['capture', 'capture'], 'softwar': ['software', 'software', 'software'], 'photo': ['photo'], 'sort': ['sort'], 'googl': ['google'], 'shape': ['shape'], 'devic': ['device'], 'weight': ['weight'], 'balanc': ['balance', 'balance'], 'book': ['book'], '.6': ['.6'], 'filter': ['filter'], 'environ': ['environments', 'environs'], 'auto-correct': ['auto-correction'], 'pictur': ['picture'], 'sun': ['sun'], 'contour': ['contours'], 'color': ['color', 'colors', 'color'], 'effect': ['effect', 'effect', 'effect'], 'exposur': ['exposure', 'exposure'], 'mode': ['mode', 'modes'], 'replac': ['replacement'], 'option': ['option'], 'set': ['settings', 'settings'], 'sepia': ['sepia'], 'b': ['b'], 'pic': ['pics', 'pics'], 'view': ['view', 'view'], 'camera': ['camera', 'camera'], 'er': ['er'], 'bit': ['bit'], 'user': ['user'], 'edg': ['edges'], 'build': ['buildings'], 'offset': ['offsets'], 'box': ['box'], 'rep': ['rep'], 'term': ['terms'], 'haze': ['haze'], 'imag': ['image', 'images'], 'qualiti': ['quality'], 'megapixel': ['megapixel'], 'digicam': ['digicams'], 'detail': ['detail'], 'point': ['point'], 'eo': ['eos'], 'rang': ['range'], 'slrs': ['slrs']}"
21,"{'big': ['big'], 'low': ['low'], 'few': ['few'], 'mani': ['many'], 'blurri': ['blurry']}","{'g2': ['g2', 'g2', 'g2'], 'mistak': ['mistake'], 'g3': ['g3', 'g3'], 'problem': ['problems'], 'light': ['light'], 'pictur': ['picture', 'pictures'], 'shutter': ['shutter', 'shutter'], 'second': ['seconds'], 'way': ['way']}"
22,"{'awesom': ['awesome'], 'digit': ['digital', 'digital'], '5mp': ['5mp', '5mp', '5mp'], 'more': ['more'], 'megapixel': ['megapixel'], 'casual': ['casual', 'casual'], 'artist': ['artistic'], 'photograph': ['photographic'], 'main': ['main'], 'easi': ['easy', 'easy', 'easy'], 'great': ['great', 'great', 'great', 'great', 'great', 'great', 'great', 'great', 'great'], 'optic': ['optical', 'optical'], 'friend': ['friendly'], 'littl': ['little'], 'small': ['small'], 'raw': ['raw'], 'solid': ['solid'], 'sharp': ['sharp', 'sharp'], 'limit': ['limited'], 'useful': ['usefull'], 'nice': ['nice'], 'beauti': ['beautiful'], 'abov': ['above'], 'swivel': ['swivel'], 'add-on': ['add-on'], 'last': ['last'], 'least': ['least'], 'other': ['other'], 'sure': ['sure'], 'mani': ['many'], 'own': ['own']}","{'camera': ['camera', 'cameras', 'cameras', 'camera', 'camera', 'camera', 'cameras', 'camera', 'camera', 'cameras', 'camera', 'cameras', 'cameras'], 'nikon': ['nikon', 'nikon', 'nikon'], 'cp5700': ['cp5700', 'cp5700'], 'c5050': ['c5050', 'c5050'], 'cp5000': ['cp5000', 'cp5000'], 'canon': ['canon', 'canon'], 'g3': ['g3', 'g3', 'g3', 'g3'], 'lot': ['lot', 'lot', 'lot'], 'power': ['power'], 'need': ['needs'], 'fianc': ['fiance', 'fiance', 'fiance', 'fiance'], 'focus': ['focus'], 'optic': ['optics'], 'zoom': ['zoom', 'zoom'], 'featur': ['features', 'features', 'features'], 'pictur': ['pictures', 'pictures', 'pictures'], 'drawback': ['drawbacks'], 'user': ['user'], 'photograph': ['photographer'], 'lcd': ['lcd', 'lcd', 'lcd'], 'screen': ['screen', 'screen', 'screen'], 'photo': ['photos', 'photo', 'photos', 'photos'], 'format': ['format'], 'bodi': ['body'], 'artifact': ['artifacts'], 'nois': ['noise'], 'way': ['way'], 'hand': ['hands', 'hands'], 'feel': ['feel'], '4mp': ['4mp'], 'detail': ['detail'], 'option': ['options'], 'softwar': ['software'], 'stamp': ['stamp'], 'approv': ['approval'], 'research': ['research'], 'purchas': ['purchase'], 'everyth': ['everything'], 'peopl': ['people', 'people'], 'observ': ['observations'], 'buyer': ['buyers'], 'babi': ['baby']}"
23,"{'great': ['great'], 'so-so': ['so-so'], 'spectacular': ['spectacular'], 'plenti': ['plenty'], 'lighter': ['lighter'], 'more': ['more'], 'sure': ['sure'], 'big': ['big'], 'compactflash': ['compactflash'], '32mb': ['32mb'], '512mb': ['512mb'], 'inexpens': ['inexpensive']}","{'g2': ['g2', 'g2'], 'g3': ['g3'], 'camera': ['camera', 'camera'], 'photograph': ['photographer'], 'photo': ['photos', 'photos'], 'megapixel': ['megapixels'], 'pros': ['pros'], 'result': ['results'], 'featur': ['features'], 'card': ['card', 'cards'], 'amazon.com': ['amazon.com'], 'time': ['time']}"
24,"{'digit': ['digital', 'digital', 'digital', 'digital'], 'precious': ['precious'], 'same': ['same', 'same'], 'cool': ['cool'], 'most': ['most'], 'well-behav': ['well-behaved'], 'major': ['major'], 'indefinit': ['indefinite'], 'new': ['new'], 'first': ['first'], 'mani': ['many'], 'unrespons': ['unresponsive'], 'film-bas': ['film-based'], 'own': ['own'], 'bright': ['bright'], 'slow': ['slow', 'slow'], 'direct': ['direct'], 'fast': ['fast'], 'respons': ['responsive'], 'blow-out-the-candl': ['blow-out-the-candles'], 'enough': ['enough'], 'real': ['real'], 'current': ['current'], 'dispos': ['disposable']}","{'canon': ['canon', 'canon', 'canon'], 'g3': ['g3', 'g3', 'g3', 'g3', 'g3', 'g3', 'g3'], 'camera': ['camera', 'cameras', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'cameras', 'cameras', 'cameras', 'camera', 'cameras', 'camera', 'cameras'], 'unrespons': ['unresponsiveness'], 'shot': ['shots', 'shot', 'shot'], 'purchas': ['purchase'], 'none': ['none'], 'friend': ['friends', 'friends'], 'delay': ['delay', 'delay', 'delay'], 'shutter': ['shutter', 'shutter', 'shutter'], 'button': ['button', 'button', 'button'], 'pictur': ['picture', 'picture', 'picture', 'picture'], 'one': ['one'], 'thing': ['thing'], 'film': ['film', 'film', 'film', 'film', 'film', 'film'], 'fun': ['fun', 'fun'], 'process': ['processing', 'processing'], 'cost': ['costs'], 'bug': ['bugs'], 'time': ['time', 'time', 'time', 'time'], 'flaw': ['flaw'], 'period': ['period'], 'child': ['child'], 'dive': ['diving', 'dive'], 'moment': ['moment', 'moment', 'moments', 'moment', 'moments', 'moments', 'moment', 'moment', 'moment', 'moment', 'moment'], 'way': ['way'], 'featur': ['feature'], 'attach': ['attachment'], 'red-ey': ['red-eye'], 'flash': ['flash'], 'adjust': ['adjustments'], 'eo': ['eos', 'eos'], 'dim': ['dim'], 'kick': ['kick', 'kick'], 'anyon': ['anyone'], 'sun': ['sun'], 'beach': ['beach'], 'noon': ['noon'], 'reason': ['reason'], 'problem': ['problem'], 'lack': ['lack'], 'iphoto': ['iphoto'], 'abil': ['ability', 'ability'], 'store': ['store'], 'top': ['top'], 'line': ['line'], 'devic': ['device']}"
25,"{'happi': ['happy'], 'first': ['first'], 'digit': ['digital'], 'happier': ['happier'], 'fantast': ['fantastic'], 'better': ['better'], 'good': ['good'], 'easier': ['easier']}","{'camera': ['camera'], 'ti': ['ti', 'ti'], 'equip': ['equipment'], 'qualiti': ['quality'], 'pictur': ['pictures', 'pictures'], 'len': ['lens'], 'adjust': ['adjustments']}"
26,"{'best': ['best', 'best'], '4mp': ['4mp'], 'digit': ['digital'], 'easi': ['easy'], 'exhust': ['exhustive'], 'mani': ['many'], 'posit': ['positive'], 'previous': ['previous'], 'loos': ['loose'], 'concern': ['concerned'], 'plastic': ['plastic'], 'heavier': ['heavier'], 'sturdi': ['sturdy']}","{'4mp': ['4mp'], 'canon': ['canon', 'canon'], 'g3': ['g3'], 'camera': ['camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera'], 'len': ['lens', 'lens', 'lens', 'lens', 'lens', 'lens', 'lens'], 'pictur': ['pictures', 'pictures'], 'photo': ['photos'], 'shot': ['shots'], 'eo': ['eos'], 'control': ['controls'], 'menus': ['menus'], 'review': ['review', 'reviews', 'reviews'], 'thing': ['things'], 'cap': ['cap', 'cap', 'cap', 'cap'], 'bodi': ['body'], 'construct': ['construction'], 'button': ['buttons'], 'case': ['casing'], 'g2': ['g2'], 'respect': ['respect'], 'griep': ['grieps']}"
27,"{'few': ['few', 'few'], 'obvious': ['obvious'], 'differ': ['different'], 'more': ['more'], 'perfect': ['perfect'], 'new': ['new'], 'advanc': ['advanced'], 'worth': ['worth'], 'incred': ['incredible'], 'long': ['long']}","{'love': ['love'], 'canon': ['canon', 'canon', 'canon'], 's20': ['s20'], 'year': ['years', 'years'], 'flaw': ['flaws'], 'pictur': ['pictures'], 'research': ['research'], 'choic': ['choice'], 'decis': ['decision'], 'brand': ['brands', 'brands'], 'hand': ['hands'], 'camera': ['camera', 'camera', 'camera'], 'trip': ['trip'], 'iguazu': ['iguazu'], 'perform': ['performance'], 'featur': ['features'], 'auto': ['auto'], 'mode': ['mode'], 'penni': ['penny'], 'point': ['point'], 'note': ['note'], 'batteri': ['battery', 'battery'], 'life': ['life'], 'need': ['need'], 'abil': ['ability']}"
28,"{'last': ['last', 'last', 'last'], 'digit': ['digital', 'digital', 'digital', 'digital', 'digital'], 'long': ['long'], 'glad': ['glad'], 'happi': ['happy'], 'abl': ['able'], 'manual': ['manual'], 'intuit': ['intuitive'], 'big': ['big'], 'standard': ['standard'], 'optic': ['optical', 'optical'], 'awesom': ['awesome'], 'littl': ['little'], 'minor': ['minor'], 'visibl': ['visible'], 'best': ['best', 'best'], 'few': ['few'], 'hard': ['hard'], 'avail': ['available'], 'easi': ['easy'], 'more': ['more']}","{'camera': ['camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'cameras', 'camera', 'cameras'], 'time': ['time', 'time'], 'lot': ['lot', 'lot'], 'research': ['research'], 'g3': ['g3', 'g3'], 'week': ['week'], 'everyth': ['everything'], 'fact': ['fact'], 'year': ['year', 'years'], 'featur': ['features'], 'mode': ['modes'], 'thing': ['thing', 'thing', 'things'], 'menus': ['menus'], 'plus': ['plus'], 'day': ['day', 'day'], 'bunch': ['bunch'], 'pictur': ['pictures', 'pictures', 'pictures'], 'batteri': ['battery', 'battery', 'battery', 'batteries'], 'friend': ['friend'], 'zoom': ['zoom', 'zoom', 'zoom'], 'viewfind': ['viewfinder', 'viewfinder'], 'set': ['settings'], 'flaw': ['flaw'], 'len': ['lens'], 'imag': ['image'], 'market': ['market'], 'advic': ['advice'], 'futur': ['future'], 'technolog': ['technology'], 'pace': ['pace'], 'drive': ['drives'], 'megapixel': ['megapixel'], 'info': ['info'], 'dpreview': ['dpreviews']}"
29,"{'gorgeous': ['gorgeous'], 'other': ['other', 'other'], 'happi': ['happy'], 'beauti': ['beautiful'], 'curvi': ['curvy'], 'stun': ['stunning'], 'sharp': ['sharp'], 'excel': ['excellent'], 'better': ['better'], 'littl': ['little'], 'digit': ['digital'], 'best-design': ['best-designed'], 'most-eleg': ['most-elegant'], 'squash': ['squashed']}","{'review': ['reviews'], 'spec': ['specs'], 'perform': ['performance'], 'opinion': ['opinions'], 'g2': ['g2', 'g2'], 'g3': ['g3', 'g3', 'g3'], 'camera': ['camera', 'camera', 'cameras'], 'finish': ['finish', 'finish'], 'work': ['work'], 'art': ['art'], 'line': ['lines'], 'grip': ['grip'], 'elph': ['elphs']}"
30,"{'good': ['good', 'good'], 'first': ['first', 'first'], 'digit': ['digital', 'digital'], 'pleas': ['pleased'], 'abl': ['able'], 'high': ['high'], 'bulki': ['bulky'], 'nikon': ['nikon'], 'best': ['best'], 'round': ['round'], 'perfect': ['perfect'], 'easier': ['easier'], '5mp': ['5mp'], 'bad': ['bad'], 'nice': ['nice'], 'raw': ['raw', 'raw'], 'complet': ['complete'], 'simpl': ['simple'], 'much': ['much'], 'other': ['other'], 'happi': ['happy'], 'steep': ['steep']}","{'choic': ['choice', 'choice'], 'price': ['price'], 'rang': ['range'], 'camera': ['camera', 'cameras', 'camera', 'camera', 'camera'], 'someth': ['something'], 'qualiti': ['quality'], 'photo': ['photos'], 'home': ['home'], 'time': ['time', 'time'], 'compromis': ['compromise', 'compromise'], 'dcs-f': ['dcs-f'], 'featur': ['features'], 'onlin': ['online'], 'review': ['reviews'], 'deal': ['deal'], 'shortcom': ['shortcomings'], 'len': ['lens'], 'barrel': ['barrel'], 'hand': ['hand'], 'format': ['format'], 'jpeg': ['jpeg'], 'pictur': ['picture'], 'wast': ['waste'], 'batteri': ['battery'], 'power': ['power'], 'focus': ['focus'], 'meter': ['metering'], 'lag': ['lag'], 'shutter': ['shutter'], 'trip': ['trips'], 'mac': ['mac'], 'x': ['x'], 'pic': ['pics'], 'photoshop': ['photoshop'], 'import': ['import'], 'iphoto': ['iphoto'], 'softwar': ['software'], 'manual': ['manual'], 'curv': ['curve'], 'competit': ['competition']}"
31,"{'best': ['best', 'best', 'best'], 'cool': ['cool'], 'digit': ['digital'], 'hi-ti': ['hi-ti'], 'dye-sub': ['dye-sub']}","{'camera': ['camera', 'camera', 'camera', 'camera'], 'imag': ['image'], 'qualiti': ['quality'], 'color': ['color'], 'function': ['function'], 'everyth': ['everything'], 'pictur': ['pictures'], 'canon': ['canon'], 'noth': ['nothing'], 'photo': ['photo'], 'printer': ['printer']}"
32,"{'more': ['more'], 'mani': ['many', 'many', 'many'], 'better': ['better'], 'most': ['most'], 'cheap': ['cheap'], 'best': ['best'], 'extra': ['extra'], 'easier': ['easier'], 'great': ['great'], 'new': ['new', 'new', 'new'], 'digit': ['digital', 'digital', 'digital'], 'poor': ['poor'], 'short': ['short', 'short'], 'slow': ['slow'], 'good': ['good'], 'expens': ['expensive'], 'sever': ['several'], 'profession': ['professional']}","{'pic': ['pics', 'pic', 'pic', 'pics', 'pics'], 'review': ['reviews'], 'camera': ['camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera'], 'film': ['film', 'film', 'film'], 'comput': ['computer', 'computer'], 'print': ['print', 'printing'], 'one': ['ones', 'ones'], 'time': ['time', 'time', 'time', 'time'], 'money': ['money'], 'coupl': ['couple'], 'cost': ['cost'], 'technolog': ['technology', 'technology'], 'photo': ['photo'], 'life': ['life', 'life'], 'use': ['use'], 'home': ['home', 'home'], 'hassl': ['hassle'], 'qualiti': ['quality'], 'batteri': ['battery'], 'upload': ['uploads'], 'experi': ['experience'], 'none': ['none'], 'flaw': ['flaws'], 'someth': ['something'], 'wife': ['wife'], 'kid': ['kids'], 'canon': ['canon'], 'printer': ['printer'], 'flash': ['flash'], 'slr': ['slr'], 'len': ['lens'], 'point': ['point'], 'g3': ['g3']}"
33,"{'excel': ['excellent', 'excellent', 'excellent'], 'differ': ['different'], 'such': ['such'], 'best': ['best'], 'digit': ['digital', 'digital'], 'more': ['more'], 'better': ['better'], 'beauti': ['beautiful'], 'easi': ['easy'], 'amaz': ['amazing'], 'myriad': ['myriad'], 'bad': ['bad'], 'piti': ['pitiful'], '32mb': ['32mb'], 'compactflash': ['compactflash'], 'most': ['most', 'most'], 'enough': ['enough'], 'general': ['general'], 'good': ['good'], 'less': ['less'], 'dark': ['dark']}","{'camera': ['camera', 'cameras', 'camera', 'camera', 'cameras', 'camera'], 'lot': ['lot', 'lots'], 'time': ['time'], 'thing': ['thing', 'thing', 'thing'], 'money': ['money'], 'choic': ['choice'], 'design': ['design'], 'featur': ['features'], 'batteri': ['battery'], 'durat': ['duration'], 'posit': ['positions'], 'idea': ['idea'], 'card': ['card'], 'purpos': ['purposes'], 'rule': ['rule'], 'nois': ['noise'], 'place': ['places']}"
34,"{'short': ['short'], 'greatest': ['greatest'], '4mp': ['4mp']}","{'camera': ['camera', 'camera'], 'time': ['time'], 'anyth': ['anything'], 'expect': ['expectations']}"
35,"{'power': ['powerful', 'powerful'], 'general': ['general'], 'easi': ['easy', 'easy', 'easy'], 'cool': ['cool'], 'small': ['small', 'small', 'small', 'small'], 'semi-pro': ['semi-pro'], 'pro': ['pro'], 'good': ['good', 'good', 'good', 'good', 'good', 'good'], 'manual': ['manual'], 'better': ['better', 'better'], 'big': ['big'], 'digit': ['digital', 'digital'], 'larg': ['large'], 'mobil': ['mobile'], 'negat': ['negative'], '256meg': ['256meg'], 'worth': ['worth', 'worth'], 'unnerv': ['unnerving'], 'uniqu': ['unique'], 'sure': ['sure'], 'fragil': ['fragile', 'fragile'], 'built-in': ['built-in'], 'main': ['main'], 'other': ['other'], 'expens': ['expensive'], 'horribl': ['horrible'], 'minor': ['minor'], 'mind-blow': ['mind-blowing'], 'excel': ['excellent', 'excellent'], 'more': ['more'], 'enough': ['enough'], 'advanc': ['advanced'], 'serious': ['serious'], 'first': ['first'], 'relev': ['relevant'], 'extens': ['extensive']}","{'product': ['product', 'product'], 'month': ['month'], 'varieti': ['variety'], 'situat': ['situations'], 'buff': ['buffs'], 'plastic': ['plastic', 'plastic'], 'brick': ['brick', 'brick'], 'control': ['controls', 'controls'], 'g3': ['g3', 'g3', 'g3', 'g3', 'g3', 'g3'], 'featur': ['features'], 'slr': ['slr', 'slr'], 'rang': ['range', 'range', 'range'], 'option': ['options', 'options'], 'someth': ['something', 'something'], 'photographi': ['photography', 'photography', 'photography'], 'hand': ['hands'], 'result': ['results', 'results', 'results'], 'program': ['program'], 'auto': ['auto'], 'mode': ['mode', 'mode'], 'wife': ['wife'], 'camera': ['camera', 'cameras', 'camera', 'camera', 'camera', 'cameras', 'camera', 'camera', 'camera', 'camera'], 'fact': ['fact'], 'photo': ['photos'], 'nikon': ['nikon'], 'lens': ['lenses'], 'screen': ['screen'], 'point': ['points', 'points', 'point'], 'memori': ['memory'], 'card': ['card', 'card'], 'expens': ['expense'], 'experi': ['experience'], 'mean': ['means'], 'model': ['model'], 'zoom': ['zoom'], 'len': ['lens'], 'unit': ['unit'], 'bag': ['bag'], 'lot': ['lot', 'lot', 'lot'], 'handbag': ['handbag', 'handbags'], 'light': ['light'], 'pocket': ['pockets'], 'function': ['function', 'functionality', 'functions', 'functions'], 'lever': ['lever'], 'captur': ['capture'], 'view': ['view'], 'flash': ['flash', 'flashes', 'flashes', 'flash'], 'subject': ['subjects'], 'depth': ['depth'], 'shoe': ['shoe'], 'canon': ['canon', 'canon'], 'strap': ['strap', 'strap'], 'way': ['way'], 'part': ['parts'], 'access': ['access'], 'imag': ['image', 'images'], 'qualiti': ['quality'], 'photoshop': ['photoshop'], 'softwar': ['software'], 'packag': ['package'], 'printer': ['printer'], 'shoot': ['shoot'], 'power': ['power'], 'note': ['note'], 'opinion': ['opinions'], 'film': ['film'], 'research': ['research'], 'noth': ['nothing']}"
36,"{'finest': ['finest'], 'few': ['few'], 'electron': ['electronic'], 'great': ['great'], 'medic': ['medical'], 'terrif': ['terrific']}","{'camera': ['camera', 'camera'], 'price': ['price'], 'item': ['items'], 'right': ['right'], 'box': ['box'], 'macro': ['macro'], 'photograph': ['photographs'], 'auto': ['auto'], 'mode': ['mode'], 'point': ['point'], 'shoot': ['shoot']}"
37,"{'closest': ['closest', 'closest'], 'perfect': ['perfect', 'perfect'], 'other': ['other', 'other', 'other'], 'glad': ['glad'], '4mp': ['4mp', '4mp', '4mp'], 'new': ['new'], '2272x': ['2272x'], 'flat': ['flat'], 'complet': ['complete'], 'person': ['personal'], 'digit': ['digital'], 'certain': ['certain'], 'great': ['great'], 'fabul': ['fabulous'], 'short': ['short'], 'import': ['important'], 'extra': ['extra', 'extra'], 'full': ['full', 'full'], 'least': ['least'], '512mb': ['512mb'], 'compact': ['compact', 'compact'], '3lb': ['3lb'], 'hard': ['hard'], 'long': ['long'], 'delic': ['delicate'], 'onli': ['only'], 'mani': ['many'], 'clean': ['clean'], 'best': ['best']}","{'camera': ['camera', 'camera', 'camera', 'camera', 'camera'], 'otherdigicam': ['otherdigicam'], 'digicam': ['digicam', 'digicam'], 'megapixel': ['megapixel'], 'canon': ['canon', 'canon', 'canon', 'canon'], 'resolut': ['resolution', 'resolution', 'resolution'], 'technolog': ['technology'], 't': ['t'], 'resol': ['resol', 'resol'], 'anyway': ['anyways'], 'stori': ['story', 'story'], 'usag': ['usage'], 'corner': ['corner'], 'len': ['lens', 'lens', 'lens', 'lens', 'lens', 'lens', 'lens', 'lens'], 'barrel': ['barrel'], 'distort': ['distortion', 'distortion', 'distortion', 'distortion'], 'harm': ['harm'], 'lcd': ['lcd'], 'screen': ['screen'], 'viewfind': ['viewfinder', 'viewfinder'], 'way': ['way'], 'phenomenon': ['phenomenon', 'phenomenon'], 'pictur': ['picture', 'pictures', 'pictures', 'picture', 'picture'], 'flaw': ['flaw'], 'peopl': ['people'], 'error': ['errors'], 'compactflash': ['compactflash', 'compactflash', 'compactflash'], 'shot': ['shots', 'shots', 'shots', 'shots'], 'issu': ['issue'], 'effect': ['effect'], 'brand': ['brand'], 'diagno': ['diagnos'], 'fix': ['fix'], 'term': ['terms', 'terms'], 'curv': ['curve'], 'ton': ['tons', 'tons'], 'featur': ['features'], 'accessori': ['accessories'], 'batteri': ['battery'], 'charg': ['charge'], 'flash': ['flash', 'flash'], 'qualiti': ['quality', 'quality'], 'subnotebook': ['subnotebook', 'subnotebook'], 'connect': ['connection'], 'drive': ['drive'], 'space': ['space'], 'trip': ['trips'], 'fear': ['fear'], 'cf': ['cf', 'cf'], 'erro': ['erros'], 'g2': ['g2'], 'g3': ['g3'], 'winner': ['winner'], 'durabl': ['durability'], 'snow': ['snow'], 'car': ['car'], 'suggest': ['suggestion'], 'shoot': ['shooting'], 'wipe': ['wipes'], 'adapt': ['adapter', 'adapter'], 'filter': ['filter'], 'lensmateonline.com': ['lensmateonline.com'], 'g3-better': ['g3-better']}"
38,"{'great': ['great'], 'solid': ['solid'], 'previous': ['previous'], 'negat': ['negative'], 'lower': ['lower'], 'left': ['left'], 'stun': ['stunning'], 'sever': ['several'], 'such': ['such'], 'continu': ['continuous'], 'optic': ['optical']}","{'canon': ['canon'], 'g3': ['g3', 'g3'], 'review': ['review', 'reviews'], 'recommend': ['recommendation'], 'camera': ['camera'], 'work': ['work'], 'art': ['art'], 'scienc': ['science'], 'pictur': ['pictures'], 'len': ['lens', 'lens', 'lens', 'lens'], 'barrel': ['barrel'], 'part': ['part'], 'corner': ['corner'], 'viewfind': ['viewfinder', 'viewfinder', 'viewfinder'], 'lcd': ['lcd'], 'differ': ['differences', 'differences'], 'g2': ['g2'], 'shoot': ['shooting'], 'control': ['control'], 'zoom': ['zoom'], 'imag': ['image'], 'process': ['processing']}"
39,"{'better': ['better'], 'second': ['second'], 'expedit': ['expedited'], 'busi': ['busy', 'busy'], 'enough': ['enough'], 'inept': ['inept'], 'time': ['timely']}","{'t': ['t'], 'rank': ['rank'], 'product': ['product', 'product', 'product'], 'merchant': ['merchant'], 'amazon': ['amazon', 'amazon', 'amazon', 'amazon'], 'j': ['j'], 'camera': ['camera', 'camera'], 'choic': ['choices'], 'store': ['store'], 'card': ['card', 'card'], 'ship': ['shipping'], 'day': ['days'], 'time': ['times', 'time'], 'saturday': ['saturday', 'saturdays'], 'bit': ['bit'], 'lie': ['lie'], 'anyth': ['anything'], 'repli': ['replies'], 'complaint': ['complaint'], 'order': ['order'], 'hope': ['hope'], 'refund': ['refund'], 'manner': ['manner'], 'thank': ['thanks'], 'noth': ['nothing']}"
40,"{'major': ['major', 'major'], 'bottom': ['bottom'], 'left': ['left'], 'technic': ['technical'], 'defect': ['defective'], 'most': ['most'], 'great': ['great'], 'much': ['much']}","{'design': ['design', 'design', 'design'], 'flaw': ['flaw', 'flaw', 'flaw'], 'camera': ['camera', 'camera', 'camera', 'camera', 'camera'], 'viewfind': ['viewfinder'], 'lcd': ['lcd', 'lcd', 'lcd'], 'corner': ['corner'], 'pictur': ['picture', 'picture'], 'len': ['lens', 'lens'], 'canon': ['canon'], 'servic': ['service'], 'center': ['center'], 'minut': ['minute'], 'peopl': ['people'], 'view': ['view', 'view', 'view', 'view'], 'finder': ['finder', 'finder', 'finder'], 'everyth': ['everything'], 'problem': ['problem']}"
